city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,10000+,2,88,0
0.624,Male,No relevent experience,Full time course,Graduate,<1,50-99,1,50,1
0.743,Male,No relevent experience,Full time course,Graduate,7,,3,33,1
0.624,Male,Has relevent experience,no_enrollment,Masters,<1,50-99,1,26,1
0.939,,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,91,0
0.926,Male,Has relevent experience,no_enrollment,High School,11,50-99,>4,26,1
0.923,Female,No relevent experience,no_enrollment,Masters,7,100-500,1,10,0
0.624,Male,No relevent experience,Full time course,Graduate,11,,1,87,1
0.682,Male,Has relevent experience,no_enrollment,Graduate,12,500-999,1,19,0
0.915,Male,Has relevent experience,no_enrollment,Masters,12,100-500,1,17,0
0.92,Male,No relevent experience,Full time course,Graduate,9,,never,78,1
0.624,Male,Has relevent experience,no_enrollment,Masters,10,1000-4999,2,14,0
0.527,Male,No relevent experience,Full time course,High School,<1,,never,2,1
0.624,,Has relevent experience,Full time course,Masters,4,50-99,never,42,0
0.925,Male,Has relevent experience,no_enrollment,Masters,14,<10,1,138,0
0.925,Male,Has relevent experience,no_enrollment,Masters,15,,2,54,0
0.804,,Has relevent experience,no_enrollment,Graduate,7,,never,10,0
0.926,Female,Has relevent experience,no_enrollment,Masters,11,1000-4999,1,16,0
0.92,Male,No relevent experience,Full time course,Graduate,2,,1,50,1
0.855,Male,Has relevent experience,no_enrollment,Graduate,7,,3,52,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,1,16,0
0.68,Male,Has relevent experience,no_enrollment,Graduate,7,,1,64,1
0.836,,Has relevent experience,no_enrollment,Graduate,7,100-500,2,35,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,1000-4999,1,216,1
0.91,Male,Has relevent experience,no_enrollment,Masters,10,500-999,>4,50,0
0.92,Male,No relevent experience,Full time course,Graduate,4,,1,14,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,4,Oct-49,1,17,0
0.91,Male,Has relevent experience,no_enrollment,Phd,>20,100-500,1,31,0
0.91,Female,No relevent experience,no_enrollment,Graduate,9,50-99,1,206,0
0.895,Other,No relevent experience,Full time course,Masters,3,,2,105,0
0.722,Female,Has relevent experience,no_enrollment,Graduate,>20,,>4,36,0
0.689,Male,No relevent experience,no_enrollment,Graduate,4,100-500,1,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,1,107,1
0.92,Male,Has relevent experience,no_enrollment,Masters,17,50-99,1,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,10000+,>4,163,0
0.92,Female,Has relevent experience,no_enrollment,Masters,16,50-99,4,52,0
0.926,Male,No relevent experience,Full time course,High School,6,,never,61,0
0.893,Male,Has relevent experience,Part time course,Graduate,>20,,never,224,0
0.884,Male,No relevent experience,,Primary School,4,,never,97,0
0.926,,No relevent experience,Full time course,High School,1,100-500,1,21,0
0.913,Male,No relevent experience,Full time course,Graduate,1,<10,1,25,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,100-500,1,129,0
0.92,Male,Has relevent experience,no_enrollment,Masters,10,10000+,4,129,0
0.555,Other,No relevent experience,Part time course,Graduate,3,50-99,1,12,1
0.624,Male,No relevent experience,Full time course,High School,5,,never,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,154,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,50-99,1,52,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,5000-9999,>4,56,1
0.92,,Has relevent experience,Part time course,Graduate,14,100-500,2,105,0
0.866,Male,No relevent experience,Full time course,Graduate,8,,never,111,0
0.689,Male,Has relevent experience,Full time course,Graduate,10,,1,90,1
0.893,Male,Has relevent experience,no_enrollment,Graduate,17,<10,>4,62,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,56,1
0.91,,Has relevent experience,no_enrollment,Masters,2,50-99,2,82,0
0.558,Male,Has relevent experience,no_enrollment,Graduate,7,100-500,1,136,0
0.624,Male,No relevent experience,no_enrollment,Graduate,4,5000-9999,4,54,1
0.92,,Has relevent experience,no_enrollment,Graduate,7,,,11,0
0.92,Male,No relevent experience,no_enrollment,Graduate,12,1000-4999,never,26,0
0.624,,Has relevent experience,Part time course,Graduate,4,,4,114,1
0.624,Male,No relevent experience,Full time course,Graduate,6,10000+,>4,56,1
0.92,Male,Has relevent experience,no_enrollment,Masters,5,5000-9999,>4,69,0
0.558,,No relevent experience,Full time course,Graduate,2,,never,46,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,126,0
0.926,,Has relevent experience,no_enrollment,Graduate,13,100-500,1,48,0
0.624,,Has relevent experience,no_enrollment,Masters,4,50-99,1,212,1
0.848,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,never,32,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,5,100-500,3,11,0
0.926,,No relevent experience,no_enrollment,Masters,14,500-999,3,36,0
0.913,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,99,0
0.743,Male,Has relevent experience,no_enrollment,Masters,1,Oct-49,1,2,0
0.802,Male,Has relevent experience,no_enrollment,Graduate,6,,1,102,0
0.939,Male,Has relevent experience,no_enrollment,Masters,7,<10,1,21,0
0.92,Male,No relevent experience,no_enrollment,,7,,never,108,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,4,76,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,10000+,1,104,0
0.91,Female,No relevent experience,Full time course,Masters,15,50-99,3,33,0
0.949,Male,No relevent experience,no_enrollment,Graduate,14,,never,70,0
0.84,,Has relevent experience,no_enrollment,Graduate,10,1000-4999,1,78,1
0.92,Female,Has relevent experience,no_enrollment,Masters,19,<10,1,108,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,10000+,never,30,1
0.92,Male,Has relevent experience,no_enrollment,Masters,14,50-99,1,75,0
0.92,Male,Has relevent experience,no_enrollment,Phd,>20,,3,43,0
0.624,,Has relevent experience,no_enrollment,Graduate,3,500-999,1,36,1
0.926,,Has relevent experience,Part time course,Graduate,9,50-99,>4,77,0
0.91,Male,Has relevent experience,no_enrollment,Masters,9,5000-9999,1,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,100-500,>4,7,0
0.624,Male,Has relevent experience,Full time course,Graduate,5,50-99,never,40,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,9,<10,2,45,0
0.796,,Has relevent experience,no_enrollment,Graduate,8,10000+,2,54,0
0.92,,Has relevent experience,no_enrollment,Graduate,>20,10000+,1,145,0
0.624,,Has relevent experience,no_enrollment,Graduate,5,10000+,1,46,1
0.884,,Has relevent experience,no_enrollment,Graduate,5,50-99,1,21,0
0.897,Male,Has relevent experience,no_enrollment,Masters,14,50-99,3,72,0
0.92,Male,No relevent experience,no_enrollment,Graduate,4,100-500,2,76,0
0.895,,Has relevent experience,no_enrollment,Masters,8,50-99,2,53,0
0.579,Male,Has relevent experience,Full time course,Graduate,5,,2,28,0
0.926,Male,No relevent experience,,High School,4,,never,46,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,39,0
0.92,,Has relevent experience,no_enrollment,Masters,7,,2,19,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,6,1
0.479,,Has relevent experience,Full time course,,2,100-500,1,48,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,19,500-999,1,18,0
0.776,,Has relevent experience,Full time course,Masters,15,100-500,2,39,0
0.887,,Has relevent experience,no_enrollment,Masters,15,,4,24,0
0.624,Male,No relevent experience,Full time course,Masters,3,,never,90,0
0.926,Male,No relevent experience,no_enrollment,Graduate,10,Oct-49,1,10,0
0.762,Male,No relevent experience,no_enrollment,Phd,14,100-500,never,188,0
0.895,Male,Has relevent experience,Full time course,Graduate,9,100-500,2,10,1
0.743,,No relevent experience,no_enrollment,Graduate,2,,1,43,1
0.893,Male,No relevent experience,Full time course,Graduate,10,,never,29,0
0.55,Male,Has relevent experience,Full time course,Graduate,3,,never,56,1
0.624,Male,Has relevent experience,no_enrollment,Masters,16,5000-9999,1,88,0
0.926,Male,No relevent experience,Full time course,Graduate,16,50-99,2,13,0
0.804,Male,Has relevent experience,no_enrollment,Masters,9,5000-9999,4,117,0
0.913,,Has relevent experience,no_enrollment,Masters,12,50-99,2,158,1
0.92,,Has relevent experience,no_enrollment,,20,1000-4999,>4,74,0
0.924,,Has relevent experience,no_enrollment,,>20,,2,25,0
0.698,Male,No relevent experience,Full time course,High School,2,,1,15,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,8,100-500,2,18,0
0.743,,Has relevent experience,no_enrollment,High School,4,<10,1,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,1,188,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,,1,52,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,2,18,0
0.83,Male,No relevent experience,no_enrollment,Primary School,2,,1,7,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,11,Oct-49,4,74,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,,>4,22,1
0.624,Male,No relevent experience,no_enrollment,Graduate,<1,10000+,1,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,Oct-49,>4,35,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,10,,never,104,0
0.624,Male,No relevent experience,Full time course,High School,4,,never,9,1
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,1,113,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,16,0
0.624,,Has relevent experience,no_enrollment,Masters,11,,>4,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,1000-4999,3,110,0
0.924,,No relevent experience,Full time course,Graduate,5,,1,50,0
0.899,,Has relevent experience,no_enrollment,Graduate,8,50-99,never,110,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,2,6,0
0.769,Male,Has relevent experience,no_enrollment,Masters,9,Oct-49,1,86,0
0.913,,No relevent experience,no_enrollment,Primary School,1,,never,160,0
0.666,Male,Has relevent experience,no_enrollment,,16,,4,118,1
0.794,Male,No relevent experience,Full time course,,2,,never,178,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,4,4,0
0.743,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,3,157,0
0.827,,No relevent experience,Full time course,Graduate,8,,3,88,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,10000+,1,168,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,29,0
0.897,Male,Has relevent experience,Part time course,Graduate,3,5000-9999,1,31,0
0.893,Male,Has relevent experience,no_enrollment,Masters,17,100-500,>4,7,0
0.776,Female,No relevent experience,no_enrollment,Masters,1,,1,49,1
0.91,Male,No relevent experience,Full time course,High School,8,,never,64,0
0.764,,Has relevent experience,,Masters,4,,,24,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,34,1
0.836,Male,Has relevent experience,no_enrollment,Graduate,11,1000-4999,1,81,0
0.939,Male,Has relevent experience,Part time course,Graduate,9,<10,1,114,0
0.924,,Has relevent experience,no_enrollment,Graduate,4,50-99,1,58,0
0.924,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,1,35,0
0.855,Female,Has relevent experience,no_enrollment,Masters,6,50-99,1,45,0
0.878,Male,Has relevent experience,no_enrollment,Masters,<1,,>4,70,0
0.624,,No relevent experience,no_enrollment,Masters,2,,never,14,1
0.55,,Has relevent experience,no_enrollment,Graduate,1,100-500,1,145,1
0.884,,Has relevent experience,no_enrollment,Masters,14,50-99,>4,65,1
0.682,Male,Has relevent experience,no_enrollment,Graduate,5,,1,20,0
0.776,Female,No relevent experience,no_enrollment,Masters,1,Oct-49,never,19,1
0.92,Male,Has relevent experience,no_enrollment,Masters,8,10000+,4,130,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,2,,1,32,1
0.926,,Has relevent experience,no_enrollment,Graduate,5,Oct-49,1,19,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,3,94,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,14,<10,1,45,0
0.926,,Has relevent experience,Full time course,Phd,2,10000+,never,47,0
0.926,,Has relevent experience,no_enrollment,Masters,>20,,>4,61,0
0.887,Male,Has relevent experience,no_enrollment,Graduate,11,,1,36,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,never,172,0
0.754,Male,Has relevent experience,Part time course,Graduate,11,100-500,>4,91,0
0.92,Male,Has relevent experience,no_enrollment,Phd,1,50-99,1,62,1
0.924,Male,No relevent experience,Full time course,High School,3,,3,99,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,,1,304,1
0.896,Male,Has relevent experience,no_enrollment,Masters,>20,Oct-49,>4,168,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,1,79,0
0.804,Male,Has relevent experience,no_enrollment,Masters,13,,2,84,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,10000+,1,232,0
0.92,,No relevent experience,no_enrollment,Graduate,>20,,>4,68,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,6,Oct-49,4,14,0
0.624,Male,Has relevent experience,no_enrollment,Masters,2,100-500,2,149,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,1,13,1
0.74,,Has relevent experience,no_enrollment,Graduate,14,,,7,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,100-500,1,50,0
0.92,Male,Has relevent experience,Full time course,Graduate,5,,1,37,0
0.91,,Has relevent experience,no_enrollment,Graduate,8,10000+,>4,7,0
0.624,Male,Has relevent experience,no_enrollment,Masters,4,Oct-49,2,13,1
0.896,,No relevent experience,no_enrollment,Primary School,5,,never,9,0
0.92,Male,Has relevent experience,Part time course,Graduate,17,,1,77,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,1,55,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,57,0
0.827,,Has relevent experience,no_enrollment,Graduate,3,100-500,1,47,0
0.788,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,126,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,,3,136,1
0.926,Male,No relevent experience,no_enrollment,High School,5,50-99,1,62,0
0.887,Male,No relevent experience,no_enrollment,High School,3,,never,12,0
0.83,Male,No relevent experience,Full time course,Primary School,8,,never,10,0
0.624,,Has relevent experience,Part time course,Graduate,11,Oct-49,>4,109,1
0.939,Male,No relevent experience,Part time course,Graduate,11,10000+,1,26,0
0.624,,Has relevent experience,Full time course,Masters,5,,1,31,0
0.939,,Has relevent experience,no_enrollment,Phd,>20,500-999,>4,38,0
0.926,Male,No relevent experience,Part time course,High School,4,,never,59,0
0.896,Male,No relevent experience,no_enrollment,High School,2,,1,174,0
0.92,Male,No relevent experience,no_enrollment,Primary School,4,,never,6,0
0.893,Male,Has relevent experience,Part time course,Graduate,17,50-99,>4,26,0
0.926,Other,Has relevent experience,no_enrollment,,>20,,never,154,0
0.896,Male,Has relevent experience,no_enrollment,Masters,10,50-99,1,122,0
0.92,Male,Has relevent experience,Full time course,Graduate,7,,1,87,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,34,0
0.92,Male,Has relevent experience,no_enrollment,Masters,10,10000+,2,101,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,8,10000+,2,23,1
0.92,Male,No relevent experience,no_enrollment,Masters,14,,1,45,1
0.91,Male,Has relevent experience,Full time course,Graduate,15,1000-4999,1,37,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,45,0
0.92,,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,36,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,100-500,3,37,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,50-99,1,47,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,10,<10,1,39,0
0.925,,Has relevent experience,no_enrollment,Graduate,14,10000+,1,17,0
0.91,Male,No relevent experience,Part time course,High School,6,,1,250,0
0.769,,Has relevent experience,no_enrollment,Graduate,8,50-99,1,56,0
0.884,Male,Has relevent experience,no_enrollment,Masters,2,<10,2,10,0
0.92,,Has relevent experience,no_enrollment,Graduate,16,100-500,,99,0
0.698,Male,No relevent experience,no_enrollment,Masters,12,500-999,1,157,0
0.92,Female,No relevent experience,no_enrollment,Phd,8,50-99,1,3,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,16,100-500,3,53,0
0.624,Male,Has relevent experience,no_enrollment,Masters,5,,>4,29,1
0.924,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,1,142,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,100-500,2,55,0
0.91,,Has relevent experience,no_enrollment,Graduate,12,100-500,1,202,0
0.878,Male,No relevent experience,no_enrollment,Primary School,6,<10,3,12,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,1,22,0
0.804,Male,Has relevent experience,no_enrollment,Masters,>20,,>4,54,0
0.743,Male,No relevent experience,Full time course,Graduate,4,,,128,0
0.624,,Has relevent experience,no_enrollment,Graduate,5,Oct-49,never,56,1
0.926,Male,No relevent experience,Full time course,Graduate,1,Oct-49,1,139,1
0.926,Male,Has relevent experience,Part time course,Graduate,6,,1,118,0
0.915,Male,No relevent experience,no_enrollment,Graduate,2,100-500,1,31,0
0.939,,No relevent experience,Full time course,Graduate,<1,,,94,0
0.624,Male,Has relevent experience,no_enrollment,,12,,1,40,1
0.804,Male,No relevent experience,no_enrollment,Masters,18,,1,149,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,2,14,0
0.558,Male,Has relevent experience,no_enrollment,Graduate,4,<10,1,80,0
0.624,Female,No relevent experience,Full time course,High School,3,,never,55,0
0.83,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,1,43,0
0.899,Male,Has relevent experience,Full time course,High School,8,Oct-49,4,63,0
0.92,,Has relevent experience,no_enrollment,Masters,4,500-999,1,108,0
0.924,Male,Has relevent experience,no_enrollment,High School,14,<10,1,38,0
0.624,,Has relevent experience,no_enrollment,Masters,5,1000-4999,1,110,0
0.89,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,86,1
0.804,Male,Has relevent experience,no_enrollment,Graduate,8,10000+,1,44,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,1,21,0
0.91,,Has relevent experience,Part time course,Graduate,6,Oct-49,4,23,1
0.926,,No relevent experience,,,8,,1,86,0
0.92,Male,Has relevent experience,Part time course,Masters,11,500-999,>4,102,0
0.92,Male,No relevent experience,Full time course,Graduate,6,,1,31,0
0.754,Male,Has relevent experience,no_enrollment,High School,7,100-500,2,48,0
0.804,Male,No relevent experience,Part time course,Masters,7,,>4,139,1
0.913,Male,No relevent experience,Full time course,Graduate,3,,1,15,1
0.92,,Has relevent experience,Part time course,Graduate,9,1000-4999,,136,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,4,286,0
0.887,Male,Has relevent experience,no_enrollment,Graduate,6,,1,106,1
0.939,Male,No relevent experience,no_enrollment,Phd,>20,<10,>4,98,0
0.91,Male,No relevent experience,no_enrollment,Masters,>20,,3,156,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,11,50-99,1,47,0
0.624,Male,Has relevent experience,Full time course,Graduate,13,50-99,>4,2,1
0.887,Male,No relevent experience,no_enrollment,Graduate,15,100-500,>4,86,0
0.897,,Has relevent experience,no_enrollment,Masters,>20,50-99,>4,68,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,Oct-49,2,110,0
0.896,Male,Has relevent experience,no_enrollment,Graduate,14,Oct-49,4,28,1
0.926,,Has relevent experience,Full time course,Masters,4,10000+,2,24,0
0.555,,Has relevent experience,no_enrollment,Masters,19,10000+,2,57,1
0.836,,Has relevent experience,no_enrollment,Masters,11,,never,144,0
0.92,Male,No relevent experience,no_enrollment,Primary School,5,,never,25,0
0.903,Male,No relevent experience,no_enrollment,High School,7,Oct-49,1,41,0
0.887,,No relevent experience,Full time course,Masters,6,,3,88,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,<1,50-99,1,110,0
0.666,,Has relevent experience,no_enrollment,Graduate,6,50-99,1,42,0
0.843,,No relevent experience,Full time course,Graduate,4,,never,27,0
0.92,,No relevent experience,no_enrollment,,3,,1,17,1
0.55,Female,Has relevent experience,no_enrollment,Graduate,9,Oct-49,1,23,0
0.926,,Has relevent experience,no_enrollment,Graduate,11,1000-4999,2,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,2,134,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,15,50-99,>4,68,0
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,500-999,1,34,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,12,Oct-49,1,113,0
0.897,Male,Has relevent experience,no_enrollment,Masters,19,Oct-49,1,16,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,,1,24,1
0.926,Female,Has relevent experience,Part time course,High School,1,100-500,1,35,0
0.92,Male,Has relevent experience,no_enrollment,Masters,14,50-99,1,54,0
0.897,Male,Has relevent experience,no_enrollment,Masters,3,,2,28,0
0.764,Male,Has relevent experience,no_enrollment,High School,4,Oct-49,1,114,0
0.926,Male,No relevent experience,Full time course,Graduate,7,Oct-49,4,46,0
0.624,Male,No relevent experience,Full time course,Graduate,1,,never,63,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,12,1000-4999,2,17,0
0.766,Male,Has relevent experience,Full time course,High School,6,,1,131,0
0.91,,Has relevent experience,no_enrollment,Graduate,9,100-500,1,20,0
0.92,Male,No relevent experience,Full time course,Graduate,4,500-999,2,84,1
0.804,,Has relevent experience,no_enrollment,,15,50-99,>4,21,0
0.926,Male,Has relevent experience,Full time course,Graduate,8,50-99,1,41,0
0.92,Male,Has relevent experience,no_enrollment,Masters,8,Oct-49,1,10,0
0.92,,Has relevent experience,no_enrollment,Graduate,16,,never,9,0
0.893,Male,Has relevent experience,no_enrollment,Masters,10,50-99,2,58,0
0.689,Male,Has relevent experience,Full time course,Graduate,16,<10,4,51,0
0.624,Male,Has relevent experience,Full time course,Graduate,3,500-999,1,113,0
0.897,Female,Has relevent experience,no_enrollment,Masters,12,,>4,35,0
0.55,Male,Has relevent experience,Part time course,Masters,9,50-99,3,10,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,15,1000-4999,>4,56,0
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,50-99,1,67,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,8,,1,11,0
0.92,Male,No relevent experience,no_enrollment,Graduate,17,100-500,4,34,1
0.92,,Has relevent experience,Full time course,Graduate,18,50-99,3,68,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,8,1000-4999,2,102,0
0.92,,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,70,0
0.897,Male,No relevent experience,no_enrollment,High School,4,,never,42,0
0.624,Male,No relevent experience,no_enrollment,Masters,2,,never,58,1
0.926,Male,Has relevent experience,no_enrollment,Masters,18,Oct-49,1,178,0
0.92,Male,No relevent experience,no_enrollment,,5,,never,94,0
0.887,,Has relevent experience,no_enrollment,Graduate,>20,10000+,4,12,1
0.913,Female,Has relevent experience,no_enrollment,Masters,5,<10,1,78,0
0.836,Male,Has relevent experience,Part time course,High School,9,50-99,2,8,0
0.855,Female,No relevent experience,Full time course,High School,3,,never,56,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,14,10000+,2,128,0
0.624,,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,20,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,13,10000+,2,45,0
0.896,Male,No relevent experience,no_enrollment,Graduate,>20,50-99,never,72,0
0.91,Female,Has relevent experience,no_enrollment,High School,2,Oct-49,1,25,0
0.92,,Has relevent experience,no_enrollment,Graduate,10,50-99,2,188,0
0.926,Male,Has relevent experience,Full time course,Graduate,6,Oct-49,1,54,0
0.722,Male,No relevent experience,Part time course,High School,1,,never,56,1
0.91,,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,70,0
0.866,,Has relevent experience,no_enrollment,Masters,10,50-99,1,141,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,50-99,2,17,0
0.884,,Has relevent experience,Full time course,Primary School,4,50-99,1,46,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,1000-4999,1,135,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,4,100-500,1,34,0
0.624,,Has relevent experience,no_enrollment,Graduate,5,100-500,2,26,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,10000+,>4,46,0
0.689,Male,Has relevent experience,no_enrollment,Graduate,10,<10,never,34,0
0.865,Male,Has relevent experience,Full time course,Graduate,11,,2,20,1
0.897,Male,No relevent experience,Full time course,Graduate,6,,2,30,0
0.924,Male,No relevent experience,no_enrollment,Masters,13,,2,30,0
0.624,Male,No relevent experience,Full time course,High School,<1,,never,200,0
0.769,Male,Has relevent experience,Part time course,Graduate,5,10000+,1,11,0
0.949,Male,Has relevent experience,no_enrollment,High School,2,,1,20,0
0.926,,Has relevent experience,Part time course,Graduate,10,Oct-49,1,4,0
0.92,Male,Has relevent experience,no_enrollment,Primary School,8,50-99,1,180,0
0.738,,Has relevent experience,Full time course,Graduate,10,,1,102,1
0.92,Female,No relevent experience,no_enrollment,Graduate,2,,1,74,1
0.698,,No relevent experience,no_enrollment,Graduate,8,,never,200,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,28,0
0.624,Male,Has relevent experience,,Masters,8,,2,68,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,500-999,1,50,0
0.92,Female,Has relevent experience,no_enrollment,Phd,5,50-99,2,82,0
0.624,Male,No relevent experience,Full time course,Graduate,3,,never,22,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,5,50-99,1,25,0
0.92,,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,72,1
0.913,Male,No relevent experience,no_enrollment,Graduate,1,<10,never,52,0
0.796,,Has relevent experience,no_enrollment,Graduate,14,50-99,3,20,0
0.624,,Has relevent experience,no_enrollment,Graduate,5,50-99,1,141,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,100-500,1,8,0
0.624,,Has relevent experience,no_enrollment,Masters,5,50-99,1,11,1
0.764,Male,Has relevent experience,no_enrollment,Masters,4,100-500,1,62,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,1,77,1
0.836,Male,No relevent experience,no_enrollment,Graduate,>20,,2,180,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,1,7,0
0.91,Male,No relevent experience,no_enrollment,Masters,>20,500-999,never,72,0
0.624,,Has relevent experience,no_enrollment,Masters,7,<10,1,40,0
0.921,Male,Has relevent experience,no_enrollment,Graduate,7,Oct-49,>4,200,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,,1,49,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,<1,Oct-49,1,33,0
0.926,Male,No relevent experience,Full time course,Graduate,7,,never,44,0
0.91,,No relevent experience,no_enrollment,High School,2,,never,157,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,5,,3,51,0
0.949,Male,Has relevent experience,no_enrollment,Graduate,5,Oct-49,1,38,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,,1,13,1
0.866,Male,Has relevent experience,no_enrollment,Masters,>20,1000-4999,>4,15,0
0.788,Female,Has relevent experience,no_enrollment,Graduate,20,<10,2,6,0
